speed_kph,command_kind,command_percent,status,valid_trial_count,attempted_trial_count,median_acceleration_mps2,median_simulator_acceleration_mps2,acceleration_source,median_stddev_mps2,median_mad_mps2,median_velocity_derived_acceleration_mps2,median_cross_check_disagreement_mps2,median_peak_abs_jerk_mps3,median_mean_deceleration_mps2,mean_deceleration_repeatability_mad_mps2,median_peak_deceleration_mps2,median_p95_deceleration_mps2,median_command_echo_delay_sec,median_deceleration_onset_delay_sec,median_initial_speed_mps,median_final_speed_mps,median_speed_drop_mps,median_distance_travelled_m,median_measurement_duration_sec,median_sample_rate_hz,median_mean_brake_echo_error,quality_flags,coast_baseline_deceleration_mps2,coast_normalized_brake_deceleration_mps2
35,brake,60,complete,3,3,-9.746969524827318,0.0,velocity_derived,0.0,0.0,-9.746969524827318,9.746969524827318,0.0,9.746969524827318,0.139561342217549,14.23365904688019,13.989403621579884,0.040280204004375264,0.06218709802487865,9.576882362365723,6.732817649841309,2.84409761428833,0.0,0.26186733099166304,48.397203987770524,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.3468708397425404,9.400098685084778
35,brake,70,complete,3,3,-9.657116518171591,0.0,velocity_derived,0.0,0.0,-9.657116518171591,9.657116518171591,0.0,9.657116518171591,0.04389195991663186,17.614620151553925,15.64708972986641,0.04204585700063035,0.09228113500284962,9.576903343200684,6.69437837600708,2.882477283477783,0.0,0.2602287680201698,49.890923473586064,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.3468708397425404,9.310245678429052
35,brake,80,complete,3,3,-9.119332014012578,0.0,velocity_derived,0.0,0.0,-9.119332014012578,9.119332014012578,0.0,9.119332014012578,0.04144171844020761,15.084799855028797,13.842328910797725,0.044018855987815186,0.059888274990953505,9.576889991760254,6.301732540130615,3.275083065032959,0.0,0.3396971420152113,47.100778961759815,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.3468708397425404,8.772461174270038
35,brake,90,complete,3,3,-9.124321673643783,0.0,velocity_derived,0.0,0.0,-9.124321673643783,9.124321673643783,0.0,9.124321673643783,0.025471925488481872,14.5597558909757,14.222307387908003,0.042317946994444355,0.06811941400519572,9.576981544494629,6.357171058654785,3.2198104858398438,0.0,0.31843595099053346,48.80669089521659,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.3468708397425404,8.777450833901241
35,brake,100,complete,3,3,-8.783017737782309,0.0,velocity_derived,0.0,0.0,-8.783017737782309,8.783017737782309,0.0,8.783017737782309,0.021930182703647105,14.666729712843674,13.175820154858204,0.03639281599316746,0.06000431801658124,9.576946258544922,6.9528679847717285,2.6240015029907227,0.0,0.27800379498512484,47.981335868031294,0.0,['simulator_acceleration_field_stuck'],0.3468708397425404,8.43614689803977
40,brake,0,complete,3,3,-0.3666974559227209,0.0,velocity_derived,0.0,0.0,-0.3666974559227209,0.3666974559227209,0.0,0.3666974559227209,0.0005425425865807632,0.6798758211495203,0.6063398978107464,,,11.016032218933105,10.507331848144531,0.5179452896118164,0.0,1.3263208179851063,48.316357414066005,0.0,['simulator_acceleration_field_stuck'],0.3666974559227209,0.0
40,brake,10,complete,3,3,-1.2800957491020082,0.0,velocity_derived,0.0,0.0,-1.2800957491020082,1.2800957491020082,0.0,1.2800957491020082,0.0017975810884054422,2.1655981985635693,2.090560927621804,0.033986851980444044,0.07813979001366533,11.038137435913086,9.25902271270752,1.7908353805541992,0.0,1.3482225299812853,47.957174828175695,1.4901161138336505e-09,['simulator_acceleration_field_stuck'],0.3666974559227209,0.9133982931792872
40,brake,20,complete,3,3,-2.2044920026992676,0.0,velocity_derived,0.0,0.0,-2.2044920026992676,2.2044920026992676,0.0,2.2044920026992676,0.0009973584764897403,3.648429434544185,3.3919080983662306,0.038192663982044905,0.08991527499165386,11.038800239562988,9.479856491088867,1.5627079010009766,0.0,0.6679915059939958,46.70558979700158,2.980232227667301e-09,['simulator_acceleration_field_stuck'],0.3666974559227209,1.8377945467765466
40,brake,30,complete,3,3,-4.7522594864293675,0.0,velocity_derived,0.0,0.0,-4.7522594864293675,4.7522594864293675,0.0,4.7522594864293675,0.053588285429158944,7.6135168993050675,7.19713290864769,0.04811517399502918,0.10040079298778437,11.03688907623291,8.765106201171875,2.2697505950927734,0.0,0.42470459299511276,47.87356693106865,1.1920928966180355e-08,['simulator_acceleration_field_stuck'],0.3666974559227209,4.385562030506646
40,brake,40,complete,3,3,-7.4654584904365935,0.0,velocity_derived,0.0,0.0,-7.4654584904365935,7.4654584904365935,0.0,7.4654584904365935,0.08522194219524604,11.950426600955184,11.374945662821297,0.0361846050072927,0.08015178301138803,11.035014152526855,8.373835563659668,2.6611785888671875,0.0,0.30427289998624474,49.297850714533254,5.960464455334602e-09,['simulator_acceleration_field_stuck'],0.3666974559227209,7.098761034513872
40,brake,50,complete,3,3,-9.004994697784639,0.0,velocity_derived,0.0,0.0,-9.004994697784639,9.004994697784639,0.0,9.004994697784639,0.1392352030189805,15.23978470677947,13.30940040331448,0.04017161502270028,0.04618979402584955,11.033422470092773,8.336169242858887,2.688460350036621,0.0,0.2960960220079869,48.53602957871101,0.0,['simulator_acceleration_field_stuck'],0.3666974559227209,8.638297241861919
